Filename,PassSequence,OverOz,error
after_cleaned_train/github-v0_16992_ShowUsage.ll,"['--scalarizer', '--prune-eh', '--ipsccp', '--ee-instrument', '--gvn', '--loop-interchange', '--dse', '--speculative-execution']",15.0,
after_cleaned_train/github-v0_16_main.ll,"['--loop-instsimplify', '--instcombine', '--newgvn', '--jump-threading', '--loop-vectorize', '--deadargelim', '--lower-widenable-condition', '--sroa', '--sancov', '--slsr']",48.0,
after_cleaned_train/github-v0_17033_main.ll,"['--guard-widening', '--elim-avail-extern', '--deadargelim', '--mem2reg', '--slsr', '--instsimplify', '--cross-dso-cfi', '--infer-address-spaces', '--loop-unroll-and-jam', '--alignment-from-assumptions', '--lower-matrix-intrinsics']",46.15,
after_cleaned_train/github-v0_17040_main.ll,"['--early-cse', '--scalarizer', '--slp-vectorizer', '--callsite-splitting', '--consthoist', '--argpromotion', '--loop-versioning', '--gvn', '--attributor', '--gvn-hoist', '--sroa', '--called-value-propagation', '--coro-split', '--lower-expect', '--early-cse-memssa']",46.67,
after_cleaned_train/github-v0_17047_print.ll,"['--reassociate', '--inferattrs', '--tailcallelim', '--break-crit-edges', '--jump-threading', '--loop-unroll', '--gvn', '--flattencfg', '--ipsccp', '--rewrite-statepoints-for-gc', '--correlated-propagation', '--instcombine', '--attributor']",93.75,
after_cleaned_train/github-v0_17052_main.ll,"['--ipsccp', '--sccp', '--loop-unroll-and-jam', '--loweratomic', '--attributor', '--loop-fusion', '--reg2mem', '--sroa', '--strip-nondebug', '--mergeicmps', '--gvn', '--inject-tli-mappings']",52.63,
after_cleaned_train/github-v0_17066_VALGRIND_PRINTF_BACKTRACE.ll,"['--consthoist', '--mem2reg', '--alignment-from-assumptions', '--load-store-vectorizer', '--argpromotion', '--slsr', '--lower-matrix-intrinsics', '--ipconstprop', '--early-cse-memssa', '--constmerge', '--deadargelim', '--loop-reroll']",31.58,
after_cleaned_train/github-v0_17066_doit.ll,"['--infer-address-spaces', '--loop-instsimplify', '--constprop', '--coro-early', '--cross-dso-cfi', '--instcombine', '--speculative-execution', '--coro-split', '--loweratomic', '--strip-dead-prototypes', '--sroa', '--gvn']",64.58,
after_cleaned_train/github-v0_17068_main.ll,"['--lowerswitch', '--lower-constant-intrinsics', '--load-store-vectorizer', '--loop-versioning', '--irce', '--instnamer', '--loop-idiom', '--gvn', '--sroa', '--reassociate', '--correlated-propagation', '--globaldce', '--simplifycfg']",45.65,
after_cleaned_train/github-v0_17221_try16b.ll,"['--jump-threading', '--called-value-propagation', '--loop-rotate', '--globaldce', '-loop-reduce', '--attributor', '--partial-inliner', '--early-cse-memssa', '--aggressive-instcombine', '--inline', '--mem2reg', '--newgvn']",64.86,
after_cleaned_train/github-v0_17221_try8b.ll,"['--called-value-propagation', '--globalsplit', '--hotcoldsplit', '--functionattrs', '--loop-load-elim', '--flattencfg', '--partial-inliner', '--constprop', '--coro-cleanup', '--sancov', '--sroa', '--rpo-functionattrs', '--name-anon-globals']",64.86,
after_cleaned_train/github-v0_17226_after_test.ll,"['--newgvn', '--loop-load-elim', '--lower-expect', '--functionattrs', '--lowerinvoke', '--sroa', '--jump-threading', '--attributor', '--loop-rotate', '--partial-inliner', '--forceattrs', '-loop-reduce', '--memcpyopt']",47.83,
after_cleaned_train/github-v0_17226_pp_Mem.ll,"['--lowerswitch', '--mem2reg', '--instcombine', '--loop-rotate', '--loop-versioning', '--jump-threading', '--argpromotion', '--loop-vectorize', '-loop-reduce', '--adce', '--correlated-propagation', '--sroa', '--mergeicmps', '--slsr', '--die']",53.57,
after_cleaned_train/github-v0_17226_pp_XMMRegs.ll,"['--constprop', '--strip', '--instcombine', '--mem2reg', '--loop-rotate', '--jump-threading', '--gvn-hoist', '--simple-loop-unswitch']",53.57,
after_cleaned_train/github-v0_17282_saImmOiRtObjectDelete_05.ll,"['--lcssa', '--sroa', '--mem2reg', '--load-store-vectorizer', '--loop-predication', '--loop-fusion', '--early-cse-memssa', '--loweratomic', '--loop-vectorize']",18.75,
after_cleaned_train/github-v0_17282_saImmOiRtObjectDelete_06.ll,"['--reassociate', '--dse', '--rewrite-statepoints-for-gc', '--always-inline', '--indvars', '--functionattrs', '--cross-dso-cfi', '--instcombine', '--sroa', '--sancov', '--mldst-motion', '--loop-unroll', '--inline', '--gvn']",18.75,
after_cleaned_train/github-v0_17325_mcp4802Setup.ll,"['--lowerswitch', '--lower-guard-intrinsic', '--mem2reg', '--lower-expect', '--instcombine', '--gvn', '--sroa', '--loop-distribute', '--simplifycfg']",57.69,
after_cleaned_train/github-v0_17325_myAnalogWrite.ll,"['--constprop', '--instcombine', '--break-crit-edges', '--loweratomic', '--always-inline', '--scalarizer', '--instnamer', '--strip-dead-prototypes', '--gvn', '--sroa', '--lower-widenable-condition', '--functionattrs', '--inline', '--simplifycfg']",60.42,
after_cleaned_train/github-v0_17327_myDigitalRead.ll,"['--tailcallelim', '--mldst-motion', '--mergefunc', '--lower-constant-intrinsics', '--break-crit-edges', '-loop-reduce', '--loop-fusion', '--loop-versioning-licm', '--adce', '--loop-idiom', '--sroa', '--strip-nondebug', '--barrier', '--ipconstprop', '--simplifycfg']",61.29,
after_cleaned_train/github-v0_17327_myDigitalWrite.ll,"['--mem2reg', '--simplifycfg', '--loop-predication', '--inline', '--lcssa', '--early-cse', '--attributor']",61.36,
after_cleaned_train/github-v0_17327_myPinMode.ll,"['--ipconstprop', '--loop-fusion', '--adce', '--deadargelim', '--strip-dead-prototypes', '--reg2mem', '--libcalls-shrinkwrap', '--name-anon-globals', '--sroa', '--gvn', '--dce', '--globalsplit', '--loop-data-prefetch', '--loop-guard-widening', '--simplifycfg']",61.36,
after_cleaned_train/github-v0_17331_main.ll,"['--newgvn', '--infer-address-spaces', '--canonicalize-aliases', '--rpo-functionattrs', '--instnamer', '--loop-deletion', '--guard-widening', '--dse', '--loop-load-elim', '--insert-gcov-profiling', '--instcombine', '--callsite-splitting', '--loop-unroll-and-jam', '--loop-fusion']",55.1,
after_cleaned_train/github-v0_17337_I2C_init.ll,"['--loop-instsimplify', '--mldst-motion', '--early-cse', '--mem2reg', '--instcombine', '--jump-threading', '--adce', '--alignment-from-assumptions', '--redundant-dbg-inst-elim', '--post-inline-ee-instrument']",38.89,
after_cleaned_train/github-v0_17348_UDMACC32XX_close.ll,"['--coro-cleanup', '--sroa', '--instcombine', '--coro-elide', '--strip-debug-declare', '--loop-simplifycfg', '--constprop', '--reassociate', '--lowerswitch', '--early-cse']",42.31,
after_cleaned_train/github-v0_17355_config_get_firmware.ll,"['--mldst-motion', '--cross-dso-cfi', '--early-cse', '--instcombine', '--always-inline', '--scalarizer', '--lower-widenable-condition', '--instnamer', '--sroa', '--gvn', '--loop-distribute', '--simplifycfg']",55.36,
after_cleaned_train/github-v0_1736_check.ll,"['--constprop', '--mergefunc', '--lcssa', '--redundant-dbg-inst-elim', '--sroa', '--loop-unroll-and-jam']",30.77,
after_cleaned_train/github-v0_17388_rfree.ll,"['--infer-address-spaces', '--instcombine', '--constmerge', '--loop-rotate', '--lower-widenable-condition', '--gvn', '--sroa', '--canonicalize-aliases', '--coro-cleanup', '--strip-nondebug', '--inline', '--die', '--simplifycfg']",81.82,
after_cleaned_train/github-v0_17471_main.ll,"['--guard-widening', '--attributor', '--loop-fusion', '--gvn-hoist', '--argpromotion', '--redundant-dbg-inst-elim', '--sroa', '--reassociate', '--gvn', '--strip-nondebug', '--partial-inliner', '--simplifycfg']",50.0,
after_cleaned_train/github-v0_17484_map22_write.ll,"['--callsite-splitting', '--loop-unroll', '--mldst-motion', '--speculative-execution', '--lower-constant-intrinsics', '--mergefunc', '--sink', '--jump-threading', '--attributor', '--early-cse-memssa', '--functionattrs', '--alignment-from-assumptions', '--sancov', '--sroa', '--bdce']",39.58,
after_cleaned_train/github-v0_1750_unquantize_pyr.ll,"['--partially-inline-libcalls', '--lowerswitch', '--lower-guard-intrinsic', '--early-cse', '--ee-instrument', '--mergefunc', '--break-crit-edges', '-loop-reduce', '--rewrite-statepoints-for-gc', '--sroa', '--inline', '--loop-data-prefetch', '--simplifycfg']",56.58,
after_cleaned_train/github-v0_17536_main.ll,"['--ee-instrument', '--cross-dso-cfi', '--coro-early', '--sccp', '--lower-expect', '--coro-split', '--newgvn', '-loop-reduce', '--correlated-propagation', '--loop-simplifycfg', '--sroa', '--mergeicmps', '--simplifycfg']",40.74,
after_cleaned_train/github-v0_17555_intchar_copy.ll,"['-loop-reduce', '--simplifycfg', '--loop-versioning', '--indvars', '--memcpyopt', '--sroa', '--gvn', '--ee-instrument', '--insert-gcov-profiling', '--globalsplit', '--sccp', '--post-inline-ee-instrument', '--functionattrs', '--infer-address-spaces', '--canonicalize-aliases']",52.94,
after_cleaned_train/github-v0_17570_XIpiPsu_GetBufferIndex.ll,"['--mem2reg', '--instcombine', '--memcpyopt', '--dse', '--coro-split', '--early-cse-memssa', '--always-inline', '--adce', '--slp-vectorizer', '--sroa', '--bdce', '--simplifycfg']",59.09,
after_cleaned_train/github-v0_17570_XIpiPsu_Reset.ll,"['--sccp', '--instcombine', '--load-store-vectorizer', '--coro-split', '--newgvn', '--adce', '--loop-idiom', '--mergeicmps', '--sroa', '--instsimplify', '--insert-gcov-profiling', '--barrier', '--inline', '--flattencfg', '--simplifycfg']",33.33,
after_cleaned_train/github-v0_17570_XIpiPsu_TriggerIpi.ll,"['--called-value-propagation', '--elim-avail-extern', '--mergereturn', '--mem2reg', '--instcombine', '--newgvn', '--attributor', '--indvars', '--functionattrs', '--instsimplify', '--simplifycfg']",48.65,
after_cleaned_train/github-v0_17578_XCanPs_IntrClear.ll,"['--lower-guard-intrinsic', '--mldst-motion', '--early-cse', '--mem2reg', '--instcombine', '--memcpyopt', '--globalopt', '--loop-rotate', '--loweratomic', '--newgvn', '--loop-simplifycfg', '--gvn', '--globaldce', '--sroa', '--slsr']",45.0,
after_cleaned_train/github-v0_17578_XCanPs_IntrDisable.ll,"['--loop-instsimplify', '--loop-unroll', '--constprop', '--aggressive-instcombine', '--strip', '--instcombine', '--lower-expect', '--mem2reg', '--newgvn', '--coro-elide', '--rewrite-statepoints-for-gc', '--loop-simplifycfg', '--loop-distribute', '--bdce', '--simplifycfg']",43.9,
after_cleaned_train/github-v0_17578_XCanPs_IntrEnable.ll,"['--elim-avail-extern', '--mem2reg', '--coro-split', '--newgvn', '--coro-elide', '--alignment-from-assumptions', '--reassociate', '--loop-sink', '--strip-debug-declare', '--simplifycfg']",42.5,
after_cleaned_train/github-v0_17578_XCanPs_IntrGetEnabled.ll,"['--guard-widening', '--coro-early', '--mem2reg', '--instcombine', '--lower-constant-intrinsics', '--newgvn', '--jump-threading', '--loop-fusion', '--slp-vectorizer', '--instnamer', '--strip-dead-prototypes', '--gvn', '--strip-debug-declare', '--dce', '--barrier']",38.24,
after_cleaned_train/github-v0_17578_XCanPs_IntrGetStatus.ll,"['--instcombine', '--speculative-execution', '--dse', '--newgvn', '--rewrite-statepoints-for-gc', '--loop-fusion', '--loop-vectorize', '--scalarizer', '--strip-nondebug', '--sroa', '--simplifycfg', '--loop-distribute']",38.24,
after_cleaned_train/github-v0_17584_XCsuDma_DisableIntr.ll,"['--early-cse', '--mem2reg', '--prune-eh', '--instcombine', '--constmerge', '--dse', '--newgvn', '--float2int', '--hotcoldsplit', '--argpromotion', '--sroa', '--post-inline-ee-instrument', '--barrier', '--slsr', '--simplifycfg']",52.0,
after_cleaned_train/github-v0_17584_XCsuDma_EnableIntr.ll,"['--tailcallelim', '--coro-early', '--mem2reg', '--instcombine', '--speculative-execution', '--early-cse-memssa', '--loweratomic', '--loop-idiom', '--libcalls-shrinkwrap', '--dce', '--insert-gcov-profiling', '--simplifycfg']",50.0,
after_cleaned_train/github-v0_17584_XCsuDma_GetIntrMask.ll,"['--ipsccp', '--instcombine', '--load-store-vectorizer', '--newgvn', '--loop-rotate', '--loweratomic', '--lower-widenable-condition', '--redundant-dbg-inst-elim', '--sroa', '--strip-nondebug', '--globalsplit', '--inline', '--simple-loop-unswitch', '--die', '--simplifycfg']",47.5,
after_cleaned_train/github-v0_17584_XCsuDma_IntrClear.ll,"['--instcombine', '--memcpyopt', '--newgvn', '-loop-reduce', '--always-inline', '--loop-deletion', '--sroa', '--simplifycfg']",46.15,
after_cleaned_train/github-v0_17584_XCsuDma_IntrGetStatus.ll,"['--partially-inline-libcalls', '--lowerswitch', '--instcombine', '--newgvn', '--sroa', '--simplifycfg']",51.16,
after_cleaned_train/github-v0_17587_XScuGic_RegisterHandler.ll,"['--mem2reg', '--instcombine', '--newgvn', '--loop-rotate', '--jump-threading', '--licm', '--always-inline', '--alignment-from-assumptions', '--mergeicmps', '--name-anon-globals', '--instsimplify', '--die']",60.98,
after_cleaned_train/github-v0_17592__HandleRequest.ll,"['--aggressive-instcombine', '--mem2reg', '--instcombine', '--licm', '--loop-deletion', '--argpromotion', '--partial-inliner', '--libcalls-shrinkwrap', '--loop-load-elim', '--simplifycfg']",62.86,
after_cleaned_train/github-v0_17598_OSRAMImageDraw.ll,"['--loop-unroll', '--elim-avail-extern', '--prune-eh', '--mem2reg', '--loop-predication', '--instcombine', '--newgvn', '--adce', '--scalarizer', '--alignment-from-assumptions', '--div-rem-pairs', '--simplifycfg']",44.83,
after_cleaned_train/github-v0_17599_DbgReceiveByte.ll,"['--called-value-propagation', '--aggressive-instcombine', '--mem2reg', '--separate-const-offset-from-gep', '--sink', '--loop-fusion', '--slp-vectorizer', '--simplifycfg']",54.55,
after_cleaned_train/github-v0_17618__read.ll,"['--ee-instrument', '--mem2reg', '--jump-threading', '--early-cse-memssa', '--correlated-propagation', '--strip-dead-prototypes', '--rpo-functionattrs', '--reassociate', '--die', '--simplifycfg']",66.13,
after_cleaned_train/github-v0_17618_read.ll,"['--loop-unroll', '--instcombine', '--dse', '--jump-threading', '--early-cse-memssa', '--loop-fusion', '--rewrite-statepoints-for-gc', '-loop-reduce', '--attributor', '--sroa', '--adce', '--instsimplify', '--inline', '--simplifycfg']",67.74,
after_cleaned_train/github-v0_1761_gz_compress.ll,"['--lower-widenable-condition', '--licm', '--separate-const-offset-from-gep', '--early-cse', '--jump-threading', '--deadargelim', '--coro-split', '--sroa', '--lowerinvoke', '--indvars', '--loop-predication', '--nary-reassociate', '--strip', '--alignment-from-assumptions', '--loweratomic']",38.1,
after_cleaned_train/github-v0_1761_gz_uncompress.ll,"['--aggressive-instcombine', '--dse', '--loweratomic', '--instcombine', '--bdce', '--die', '--tailcallelim', '--redundant-dbg-inst-elim', '--mldst-motion', '--flattencfg', '--reassociate', '--sroa', '--gvn', '--alignment-from-assumptions']",35.56,
after_cleaned_train/github-v0_17636_bpareto.ll,"['--called-value-propagation', '--instsimplify', '--mem2reg', '--coro-elide', '--simplifycfg', '--forceattrs']",59.52,
after_cleaned_train/github-v0_17636_rand_val.ll,"['--instcombine', '--mergefunc', '--memcpyopt', '--licm', '--argpromotion', '--irce', '--alignment-from-assumptions', '--sroa', '--sancov', '--loop-sink', '--instnamer', '--strip-debug-declare', '--mergeicmps', '--loop-data-prefetch', '--simplifycfg']",60.78,
after_cleaned_train/github-v0_17638_GetAttribs.ll,"['--mem2reg', '--lower-expect', '--newgvn', '--canonicalize-aliases', '--mergeicmps', '--pgo-memop-opt', '--flattencfg', '--inject-tli-mappings', '--simplifycfg']",44.9,
after_cleaned_train/github-v0_17638_GetUniforms.ll,"['--mldst-motion', '--mergereturn', '--mem2reg', '--strip', '--break-crit-edges', '--newgvn', '--sink', '--float2int', '--loop-load-elim', '--inject-tli-mappings', '--simplifycfg']",44.9,
after_cleaned_train/github-v0_17678_main.ll,"['--partially-inline-libcalls', '--mem2reg', '--prune-eh', '--instcombine', '--sink', '--loweratomic', '--indvars', '--loop-simplifycfg', '--instsimplify', '--inject-tli-mappings', '--simplifycfg']",45.45,
after_cleaned_train/github-v0_17708_lib_expi.ll,"['--early-cse', '--speculative-execution', '--nary-reassociate', '--jump-threading', '--alignment-from-assumptions', '--sroa', '--redundant-dbg-inst-elim', '--instsimplify', '--simplifycfg']",46.94,
after_cleaned_train/github-v0_1773_svec_check.ll,"['--called-value-propagation', '--prune-eh', '--mem2reg', '--dse', '--early-cse-memssa', '--rewrite-statepoints-for-gc', '--adce', '--correlated-propagation', '--irce', '--reassociate', '--strip-nondebug', '--pgo-memop-opt', '--instsimplify', '--post-inline-ee-instrument', '--loop-data-prefetch']",46.67,
after_cleaned_train/github-v0_1774_comp_Jah.ll,"['--loop-interchange', '--slp-vectorizer', '--loop-simplifycfg', '--strip', '--correlated-propagation', '--irce', '--mem2reg', '--lowerswitch', '--inject-tli-mappings', '--pgo-memop-opt']",60.87,
after_cleaned_train/github-v0_1774_comp_Jboundaries.ll,"['--constprop', '--elim-avail-extern', '--loop-simplify', '--mem2reg', '--instcombine', '--constmerge', '--nary-reassociate', '--dse', '--break-crit-edges', '--loop-simplifycfg', '--gvn', '--globaldce', '--strip-nondebug', '--sroa', '--loop-load-elim']",50.0,
after_cleaned_train/github-v0_17769_u8g_DrawBitmap.ll,"['--elim-avail-extern', '--forceattrs', '--loop-predication', '--instcombine', '--load-store-vectorizer', '--coro-split', '--mem2reg', '--separate-const-offset-from-gep', '--jump-threading', '--loop-vectorize', '--name-anon-globals', '--simplifycfg']",68.0,
after_cleaned_train/github-v0_17769_u8g_DrawBitmapP.ll,"['--loop-simplify', '--mem2reg', '--instcombine', '--load-store-vectorizer', '--constmerge', '--coro-split', '--nary-reassociate', '--simplifycfg']",68.0,
after_cleaned_train/github-v0_17769_u8g_DrawHBitmap.ll,"['--aggressive-instcombine', '--mem2reg', '--lower-expect', '--instcombine', '--coro-split', '--loop-unroll-and-jam', '--coro-elide', '--loop-vectorize', '--gvn-hoist', '--alignment-from-assumptions', '--sroa', '--dce', '--insert-gcov-profiling', '--bdce', '--die']",61.76,
after_cleaned_train/github-v0_17769_u8g_DrawHBitmapP.ll,"['--loop-guard-widening', '--bdce', '--libcalls-shrinkwrap', '--called-value-propagation', '--partial-inliner', '--strip-dead-prototypes', '--jump-threading', '--gvn', '--instcombine']",61.76,
after_cleaned_train/github-v0_17776_ucg_ext_ili9325_18.ll,"['--speculative-execution', '--adce', '--lower-constant-intrinsics', '--lower-expect', '--sroa']",61.54,
after_cleaned_train/github-v0_17778_ucg_clip_intersection.ll,"['--called-value-propagation', '--mem2reg', '--instcombine', '--loweratomic', '--indvars', '--loop-reroll', '--adce', '--jump-threading', '--globalsplit', '--loop-data-prefetch']",71.93,
after_cleaned_train/github-v0_17778_ucg_clip_is_pixel_visible.ll,"['--mem2reg', '--instcombine', '--lower-constant-intrinsics', '--lcssa', '--newgvn', '--sink', '--jump-threading', '--rewrite-statepoints-for-gc', '-loop-reduce', '--correlated-propagation', '--gvn', '--globalsplit', '--loop-load-elim', '--inject-tli-mappings', '--simplifycfg']",61.9,
after_cleaned_train/github-v0_17780_ucg_ClearScreen.ll,"['--bdce', '--early-cse-memssa', '--inject-tli-mappings', '--mem2reg', '--float2int', '--forceattrs', '--redundant-dbg-inst-elim', '--alignment-from-assumptions', '-loop-reduce', '--always-inline', '--prune-eh', '--instcombine', '--loop-idiom', '--loop-predication']",52.63,
after_cleaned_train/github-v0_17780_ucg_DrawBox.ll,"['--globalopt', '--forceattrs', '--sroa', '--loop-sink', '--lower-expect', '--post-inline-ee-instrument', '--strip-nondebug', '--loop-load-elim', '--dse', '--flattencfg', '--instcombine', '--alignment-from-assumptions']",64.29,
after_cleaned_train/github-v0_17783_ucg_ext_ili9341_18.ll,"['--loweratomic', '--ipsccp', '--loop-idiom', '--coro-elide', '--loop-versioning', '--dse', '--mem2reg', '--newgvn', '--loop-distribute', '--globaldce', '--slp-vectorizer', '--rewrite-statepoints-for-gc']",61.54,
after_cleaned_train/github-v0_17790_main.ll,"['--loop-unroll-and-jam', '--mem2reg', '--nary-reassociate', '--prune-eh', '--sroa', '--reg2mem', '--hotcoldsplit', '--newgvn', '--lower-widenable-condition', '--cross-dso-cfi', '--globaldce', '--mergeicmps']",37.04,
after_cleaned_train/github-v0_17797_main.ll,"['--ee-instrument', '--mem2reg', '--strip', '--mergefunc', '--dse', '--globalopt', '--loop-rotate', '--licm', '--adce', '--loop-unswitch', '--loop-simplifycfg', '--sroa', '--gvn', '--dce', '--bdce']",63.83,
after_cleaned_train/github-v0_17799__start.ll,"['--ipsccp', '--infer-address-spaces', '--loop-simplify', '--prune-eh', '--mem2reg', '--mergefunc', '--separate-const-offset-from-gep', '--loop-versioning', '--loop-versioning-licm', '--gvn', '--mergeicmps', '--lower-matrix-intrinsics', '--inject-tli-mappings', '--simplifycfg']",47.83,
after_cleaned_train/github-v0_17807_iconv_close.ll,"['--scalarizer', '--slsr', '--loop-idiom', '--loop-versioning-licm', '--jump-threading', '--loop-sink', '--lower-matrix-intrinsics', '--prune-eh', '--sroa', '--early-cse-memssa', '--lower-constant-intrinsics', '--strip-debug-declare', '--licm', '--ipsccp']",42.11,
after_cleaned_train/github-v0_17826_fillrand.ll,"['--ipsccp', '--early-cse', '--sccp', '--mem2reg', '--jump-threading', '--early-cse-memssa', '--irce', '--correlated-propagation', '--simple-loop-unswitch', '--lower-matrix-intrinsics', '--inject-tli-mappings']",25.0,
after_cleaned_train/github-v0_17845_main.ll,"['--strip-nondebug', '--attributor', '--elim-avail-extern', '--canonicalize-aliases', '--libcalls-shrinkwrap', '--loop-deletion', '--mem2reg', '--irce', '--inferattrs', '--lower-widenable-condition', '--mergeicmps', '--reassociate', '--lower-matrix-intrinsics', '--simplifycfg', '--bdce']",23.33,
after_cleaned_train/github-v0_1787_pp_atan2.ll,"['--lowerswitch', '--ee-instrument', '--cross-dso-cfi', '--mem2reg', '--speculative-execution', '--newgvn', '--jump-threading', '--rewrite-statepoints-for-gc', '-loop-reduce', '--gvn-hoist', '--correlated-propagation', '--mergeicmps', '--sancov', '--instsimplify', '--simplifycfg']",68.25,
after_cleaned_train/github-v0_1787_pp_sin.ll,"['--mem2reg', '--separate-const-offset-from-gep', '--newgvn', '--jump-threading', '--canonicalize-aliases', '--bdce', '--simplifycfg', '--instsimplify']",57.58,
after_cleaned_train/github-v0_17929_rb_write.ll,"['--lowerswitch', '--consthoist', '--mem2reg', '--coro-split', '--globalopt', '--loop-unroll-and-jam', '--sink', '--argpromotion', '--reassociate', '--gvn', '--simplifycfg', '--inline', '--flattencfg', '--loop-distribute']",57.14,
after_cleaned_train/github-v0_17935_hlist_add_head.ll,"['--infer-address-spaces', '--strip', '--mem2reg', '--newgvn', '--float2int', '--adce', '--loop-simplifycfg', '--functionattrs', '--add-discriminators']",59.38,
after_cleaned_train/github-v0_17956_append.ll,"['--partially-inline-libcalls', '--guard-widening', '--called-value-propagation', '--infer-address-spaces', '--lower-guard-intrinsic', '--mem2reg', '--prune-eh', '--speculative-execution', '--loop-interchange', '--newgvn', '--lowerinvoke', '--sroa', '--flattencfg', '--simplifycfg']",57.14,
after_cleaned_train/github-v0_17958_apply_configuration_property.ll,"['--irce', '--add-discriminators', '--globalopt', '--mergereturn', '--inferattrs', '--consthoist', '--loop-reroll', '--sroa', '--rewrite-statepoints-for-gc', '--rpo-functionattrs', '--tailcallelim', '--mldst-motion', '--loop-unswitch', '--instcombine']",45.83,
after_cleaned_train/github-v0_17958_apply_entity_property.ll,"['--jump-threading', '--sroa', '--strip-nondebug', '--coro-early', '--name-anon-globals', '--reassociate', '--constmerge', '--gvn', '--prune-eh', '--hotcoldsplit', '--strip-dead-prototypes']",51.85,
after_cleaned_train/github-v0_17958_hc_warn.ll,"['--slsr', '--cross-dso-cfi', '--loweratomic', '--early-cse', '--loop-guard-widening', '-loop-reduce', '--reassociate', '--deadargelim', '--mem2reg']",31.58,
after_cleaned_train/github-v0_17958_parse_hint_comment.ll,"['--constprop', '--loop-predication', '--instcombine', '--newgvn', '--indvars', '--gvn-hoist', '--rpo-functionattrs', '--strip-nondebug', '--sroa', '--loop-simplifycfg', '--instsimplify', '--dce', '--name-anon-globals', '--bdce', '--simplifycfg']",45.1,
after_cleaned_train/github-v0_17958_parse_integer.ll,"['--inferattrs', '--newgvn', '--globalopt', '--jump-threading', '--loop-deletion', '--always-inline', '--adce', '--indvars', '--loop-rotate', '--mergeicmps', '--sroa', '--reassociate', '--add-discriminators']",38.0,
after_cleaned_train/github-v0_17958_set_dbtype.ll,"['--infer-address-spaces', '--constprop', '--lower-guard-intrinsic', '--speculative-execution', '--constmerge', '--float2int', '--hotcoldsplit', '--deadargelim', '--functionattrs', '--sroa', '--instsimplify', '--div-rem-pairs', '--bdce', '--flattencfg', '--simplifycfg']",38.71,
after_cleaned_train/github-v0_17958_set_idx_dbtype.ll,"['--sroa', '--early-cse', '--ipconstprop', '--nary-reassociate', '--loop-fusion', '--cross-dso-cfi', '--simplifycfg', '--rpo-functionattrs', '--guard-widening']",38.71,
after_cleaned_train/github-v0_18030_AdWriteBuffer.ll,"['--ee-instrument', '--irce', '--loop-load-elim', '--gvn', '--pgo-memop-opt', '--mergereturn', '--inferattrs', '--loop-predication', '--elim-avail-extern', '--instsimplify', '--strip-dead-prototypes', '--instcombine', '--constprop']",60.98,
after_cleaned_train/github-v0_18030_FlSplitInputPathname.ll,"['--loop-simplify', '--mem2reg', '--coro-split', '--dse', '--newgvn', '--globalopt', '--attributor', '--float2int', '--jump-threading', '--correlated-propagation', '--redundant-dbg-inst-elim', '--simple-loop-unswitch', '--loop-load-elim', '--loop-data-prefetch']",58.33,
after_cleaned_train/github-v0_18034_DtCompileString.ll,"['--licm', '--lower-expect', '--canonicalize-aliases', '--sroa', '--indvars', '--inject-tli-mappings', '--loop-instsimplify', '--simplifycfg', '--strip', '--newgvn', '--slp-vectorizer', '--coro-elide', '--gvn-hoist', '--prune-eh', '--loop-unroll']",56.25,
after_cleaned_train/github-v0_18034_DtCompileUnicode.ll,"['--tailcallelim', '--ipsccp', '--loop-unroll', '--lowerswitch', '--mldst-motion', '--newgvn', '--loop-reroll', '--adce', '--irce', '--loop-idiom', '--reassociate', '--sroa', '--functionattrs', '--loop-guard-widening', '--simplifycfg']",57.78,
after_cleaned_train/github-v0_18034_DtCompileUuid.ll,"['--simplifycfg', '--loop-vectorize', '--inline', '--gvn-hoist', '--prune-eh', '--insert-gcov-profiling', '--sancov', '--gvn', '--sroa', '--functionattrs']",59.38,
after_cleaned_train/github-v0_18056_AcpiEvFixedEventInitialize.ll,"['--ee-instrument', '--forceattrs', '--mem2reg', '--instcombine', '--load-store-vectorizer', '--lower-constant-intrinsics', '--separate-const-offset-from-gep', '--newgvn', '--loop-rotate', '-loop-reduce', '--gvn-hoist', '--globaldce', '--div-rem-pairs', '--simplifycfg']",62.0,
after_cleaned_train/github-v0_18056_AcpiEvInitializeEvents.ll,"['--mergereturn', '--gvn', '--forceattrs', '--dce', '--loop-predication', '--sroa', '--jump-threading']",53.12,
after_cleaned_train/github-v0_18056_AcpiEvInstallXruptHandlers.ll,"['--coro-early', '--mem2reg', '--lower-expect', '--memcpyopt', '--nary-reassociate', '--loop-unroll-and-jam', '--indvars', '--gvn-hoist', '--canonicalize-aliases', '--coro-cleanup', '--sancov', '--name-anon-globals', '--mergeicmps', '--flattencfg', '--simplifycfg']",48.48,
after_cleaned_train/github-v0_1805_strcasecmp.ll,"['--infer-address-spaces', '--instcombine', '--speculative-execution', '--jump-threading', '--coro-elide', '--lower-widenable-condition', '--partial-inliner', '--sroa', '--gvn', '--die', '--simplifycfg']",63.49,
after_cleaned_train/github-v0_1805_strncasecmp.ll,"['--loop-instsimplify', '--early-cse', '--mem2reg', '--instcombine', '--load-store-vectorizer', '--lcssa', '--nary-reassociate', '--lowerinvoke', '--indvars', '--gvn', '--simplifycfg']",62.67,
